City,State,Latitude,Longitude
carsonville,mi,43.42697,-82.67132
carter,ky,38.43391,-83.13360
carter,mt,47.78108,-110.95634
carter,ok,35.21600,-99.47006
carter,sd,43.38722,-100.20263
carter lake,ia,41.29055,-95.91807
carteret,nj,40.57733,-74.22820
cartersburg,in,39.76245,-86.51039
cartersville,ga,34.16510,-84.79994
cartersville,va,37.66737,-78.08833
carterville,il,37.76005,-89.07730
carterville,mo,37.14923,-94.44300
carthage,ar,34.07510,-92.55544
carthage,il,40.41643,-91.13625
carthage,in,39.73838,-85.57192
carthage,mo,37.17645,-94.31022
carthage,ms,32.73264,-89.53618
carthage,nc,35.34599,-79.41697
carthage,ny,43.97812,-75.60936
carthage,sd,44.15771,-97.71520
carthage,tn,36.25228,-85.95165
carthage,tx,32.15738,-94.33742
cartwright,nd,47.85974,-103.92632
cartwright,ok,33.85288,-96.56194
caruthers,ca,36.54273,-119.83320
caruthersville,mo,36.17403,-89.67548
carver,ky,37.64121,-83.05017
carver,ma,41.88344,-70.76254
carver,mn,44.76357,-93.62579
carversville,pa,40.37650,-75.04129
carville,la,30.21742,-91.09621
cary,il,42.21197,-88.23814
cary,ms,32.80596,-90.92677
cary,nc,35.78994,-78.80845
caryville,fl,30.77324,-85.81410
caryville,tn,36.29897,-84.22326
casa,ar,35.02287,-93.04767
casa blanca,nm,35.04560,-107.47144
casa grande,az,32.88324,-111.75488
casanova,va,38.65459,-77.71027
casar,nc,35.51235,-81.61732
cascade,co,38.89666,-104.97220
cascade,ia,42.29025,-90.99759
cascade,id,44.51628,-116.04180
cascade,md,39.71093,-77.48943
cascade,mo,37.11957,-90.44495
cascade,mt,47.27106,-111.70054
cascade,va,36.56458,-79.66975
cascade,wi,43.65833,-88.00704
cascade locks,or,45.66984,-121.89064
cascadia,or,44.40043,-122.35469
cascilla,ms,33.90790,-90.03620
casco,me,44.00674,-70.52284
casco,mi,42.77353,-82.67684
casco,wi,44.58906,-87.62271
caseville,mi,43.94113,-83.27135
casey,ia,41.50499,-94.51941
casey,il,39.29920,-87.99253
casey creek,ky,37.27229,-85.15746
caseyville,il,38.63672,-90.02566
cash,ar,35.79424,-90.93651
cashiers,nc,35.10565,-83.09653
cashion,az,33.43532,-112.29793
cashion,ok,35.79810,-97.67866
cashmere,wa,47.52255,-120.48966
cashton,wi,43.74191,-90.77930
cashtown,pa,39.88454,-77.35943
casmalia,ca,34.83804,-120.53128
casnovia,mi,43.23474,-85.79060
cason,tx,33.03874,-94.81493
caspar,ca,39.36350,-123.81585
casper,wy,42.90715,-106.52945
caspian,mi,46.06412,-88.63152
cass,wv,38.39678,-79.91478
cass city,mi,43.60085,-83.17467
cass lake,mn,47.37321,-94.58834
cassadaga,fl,28.96638,-81.23589
cassadaga,ny,42.34422,-79.30949
cassandra,pa,40.40868,-78.64057
cassatt,sc,34.34972,-80.48117
casscoe,ar,34.50537,-91.30213
cassel,ca,40.92930,-121.55711
casselberry,fl,28.70184,-81.27769
casselton,nd,46.90053,-97.21120
cassoday,ks,38.03891,-96.63918
cassopolis,mi,41.91171,-86.01001
casstown,oh,40.05200,-84.12966
cassville,ga,34.24482,-84.85216
cassville,mo,36.68159,-93.85105
cassville,ny,42.94590,-75.25433
cassville,pa,40.29313,-78.02695
cassville,wi,42.71444,-90.99068
cassville,wv,39.57851,-80.09301
castaic,ca,34.13774,-118.46077
castalia,ia,43.11192,-91.67626
castalia,nc,36.08554,-78.07321
castalia,oh,41.40005,-82.80852
castalian springs,tn,36.38060,-86.31070
castana,ia,42.07443,-95.90862
castanea,pa,41.12479,-77.42970
castell,tx,30.77662,-98.95072
castella,ca,41.10949,-122.33133
castile,ny,42.62895,-78.05445
castine,me,44.40041,-68.79890
castle,ok,35.47452,-96.38223
castle creek,ny,42.25071,-75.91871
castle dale,ut,39.21219,-111.01961
castle hayne,nc,34.35572,-77.89999
castle point,ny,41.75990,-73.74371
castle rock,co,39.36826,-104.87874
castle rock,mn,44.54385,-93.15244
castle rock,wa,46.27511,-122.90761
castleberry,al,31.29906,-87.02247
castleford,id,42.52074,-114.86839
castleton,il,41.11781,-89.70621
castleton,va,38.60596,-78.10667
castleton,vt,43.62230,-73.17080
castleton on hudson,ny,42.53463,-73.71327
castlewood,sd,44.72274,-97.03007
castlewood,va,36.87005,-82.27792
castor,la,32.25321,-93.16572
castorland,ny,43.88840,-75.51130
castro valley,ca,37.69987,-122.05218
castroville,ca,36.76579,-121.75800
castroville,tx,29.35579,-98.87864
cat creek,mt,45.34298,-112.94476
cat spring,tx,29.84551,-96.32580
cataldo,id,47.53274,-116.46535
catalina,az,31.97013,-111.89071
cataract,wi,44.08774,-90.84236
catarina,tx,28.34555,-99.61338
catasauqua,pa,40.65482,-75.47463
cataula,ga,32.65541,-84.86854
cataumet,ma,41.66622,-70.61975
catawba,nc,35.70736,-81.07563
catawba,oh,39.99923,-83.62159
catawba,sc,34.85292,-80.91119
catawba,va,37.38263,-80.10949
catawba,wi,45.53636,-90.52987
catawissa,mo,38.42478,-90.78263
catawissa,pa,40.95203,-76.45967
catharine,ks,38.92723,-99.21677
catharpin,va,38.85428,-77.57194
cathay,nd,47.55333,-99.40901
cathedral city,ca,33.78032,-116.26017
catherine,al,32.18459,-87.46944
catheys valley,ca,37.43244,-120.09796
cathlamet,wa,46.20317,-123.38318
catlett,va,38.64651,-77.63961
catlettsburg,ky,38.40480,-82.60044
catlin,il,40.06504,-87.70197
cato,ny,43.18205,-76.57176
catonsville,md,39.27205,-76.73192
catoosa,ok,36.18899,-95.74582
catron,mo,36.61145,-89.70314
catskill,ny,42.22300,-73.90452
cattaraugus,ny,42.32923,-78.86809
caulfield,mo,36.61451,-92.10488
causey,nm,33.84346,-103.10002
cauthornville,va,37.88125,-77.06525
cavalier,nd,48.79388,-97.62231
cave city,ar,35.94174,-91.54847
cave city,ky,37.13672,-85.95692
cave creek,az,33.53287,-112.07509
cave in rock,il,37.46922,-88.16531
cave junction,or,42.13996,-123.60245
cave spring,ga,34.11821,-85.34001
cave springs,ar,36.26341,-94.23187
cavendish,vt,43.38202,-72.60815
cavetown,md,39.64426,-77.58582
cavour,sd,44.36998,-98.03787
cawker city,ks,39.51251,-98.43367
cawood,ky,36.78398,-83.22823
cayce,sc,33.96571,-81.07398
cayucos,ca,35.44275,-120.89213
cayuga,in,39.94865,-87.45974
cayuga,nd,46.07413,-97.38426
cayuga,ny,42.91285,-76.70818
cayuga,tx,31.79419,-95.66196
cayuse,or,45.68328,-118.45808
cayuta,ny,42.28174,-76.69689
cazadero,ca,38.56284,-123.16785
cazenovia,ny,42.93882,-75.83037
cazenovia,wi,43.52303,-90.19624
cebolla,nm,36.53835,-106.48642
cecil,al,32.29529,-85.99653
cecil,ar,35.42650,-94.04509
cecil,ga,31.04547,-83.39210
cecil,oh,41.21866,-84.60218
cecil,pa,40.32287,-80.18745
cecil,wi,44.80999,-88.45232
cecilia,ky,37.66590,-85.95663
cecilia,la,30.33714,-91.85317
cecilton,md,39.40400,-75.86744
cedar,ia,41.21223,-92.52574
cedar,ks,39.65723,-98.94036
cedar,mi,44.84778,-85.79564
cedar,mn,45.34140,-93.23500
cedar bluff,al,34.23799,-85.61277
cedar bluff,va,37.07910,-81.76680
cedar bluffs,ne,41.39695,-96.61142
cedar brook,nj,39.80237,-74.93826
cedar city,mo,38.59726,-92.17963
cedar city,ut,37.71456,-113.11373
cedar creek,ne,41.03667,-96.09946
cedar creek,tx,30.08716,-97.50083
cedar crest,nm,35.10755,-106.37280
cedar falls,ia,42.49876,-92.37747
cedar falls,nc,35.80276,-79.87971
cedar glen,ca,34.25390,-117.16476
cedar grove,in,39.35700,-84.93773
cedar grove,nc,36.20200,-79.16660
cedar grove,nj,40.85177,-74.22904
cedar grove,tn,35.81701,-88.59561
cedar grove,wi,43.57527,-87.84597
cedar grove,wv,38.22121,-81.42789
cedar hill,mo,38.35339,-90.64124
cedar hill,tn,36.55143,-86.99917
cedar hill,tx,32.67787,-96.86687
cedar island,nc,35.00822,-76.31603
cedar key,fl,29.13858,-83.03512
cedar knolls,nj,40.82204,-74.44876
cedar lake,in,41.36476,-87.44115
cedar lake,mi,43.40614,-84.97502
cedar lane,tx,28.93859,-95.73662
cedar mountain,nc,35.14345,-82.64290
cedar park,tx,30.57904,-97.71671
cedar point,il,41.26309,-89.12564
cedar point,ks,38.26002,-96.81974
cedar rapids,ia,42.09803,-91.69136
cedar rapids,ne,41.56001,-98.14451
cedar ridge,ca,39.19880,-121.02000
cedar river,mi,45.43531,-87.37679
cedar run,pa,41.52257,-77.44581
cedar springs,ga,31.18351,-85.03798
cedar springs,mi,43.22336,-85.55142
cedar vale,ks,37.10420,-96.50001
cedar valley,ut,40.28895,-112.09859
cedarbluff,ms,33.61620,-88.82670
cedarburg,wi,43.30541,-87.99794
cedarbutte,sd,44.50026,-100.25069
cedarcreek,mo,36.56985,-93.01139
cedaredge,co,38.90165,-107.92645
cedarhurst,ny,40.62288,-73.72430
cedarpines park,ca,34.25001,-117.32588
cedars,pa,40.21261,-75.36851
cedartown,ga,34.01120,-85.24590
cedarvale,nm,34.65093,-105.88060
cedarville,ar,35.60441,-94.37313
cedarville,ca,41.47590,-120.15160
cedarville,il,42.37585,-89.63317
cedarville,mi,45.99807,-84.36309
cedarville,nj,39.33261,-75.19963
cedarville,oh,39.74423,-83.80854
cedarville,wv,38.84510,-80.83230
cee vee,tx,34.22313,-100.44567
celeste,tx,33.29428,-96.19470
celestine,in,38.38478,-86.77916
celina,oh,40.54894,-84.57023
celina,tn,36.54741,-85.48904
celina,tx,33.32456,-96.78444
celoron,ny,42.10950,-79.28310
cement,ok,34.93201,-98.14033
cement city,mi,42.06040,-84.32540
centenary,sc,34.03100,-79.35561
centennial,wy,41.29831,-106.14168
center,co,37.75306,-106.10864
center,ky,37.14228,-85.69302
center,mo,39.50810,-91.52877
center,nd,47.11638,-101.29959
center,ne,42.59730,-97.86700
center,tx,31.79545,-94.17909
center barnstead,nh,43.35401,-71.22819
center city,mn,45.39385,-92.81660
center conway,nh,43.99479,-71.06090
center cross,va,37.80458,-76.77885
center harbor,nh,43.70980,-71.46035
center hill,fl,28.64999,-81.99258
center junction,ia,42.11612,-91.08709
center line,mi,42.48504,-83.02770
center lovell,me,44.17951,-70.89201
center moriches,ny,40.80038,-72.78982
center ossipee,nh,43.76788,-71.12926
center point,ia,42.19083,-91.78518
center point,la,31.24824,-92.20985
center point,tx,29.94411,-99.03643
center point,wv,39.42039,-80.60204
center ridge,ar,35.39810,-92.55820
center rutland,vt,43.60451,-73.01150
center sandwich,nh,43.80757,-71.43924
center strafford,nh,43.26290,-71.10710
center tuftonboro,nh,43.68517,-71.28404
center valley,pa,40.54040,-75.41501
centerbrook,ct,41.35149,-72.41592
centerburg,oh,40.30451,-82.69628
centereach,ny,40.86895,-73.08009
centerfield,ut,39.12524,-111.81909
centerpoint,in,39.39100,-87.09350
centerport,ny,40.88538,-73.37623
centerport,pa,40.48620,-76.00744
centerton,ar,36.35980,-94.28521
centertown,ky,37.41727,-86.99611
centertown,mo,38.63040,-92.39311
centerview,mo,38.74418,-93.84522
centerville,ar,35.11287,-93.16879
centerville,ga,32.63211,-83.67795
centerville,ia,40.73418,-92.87409
centerville,in,39.80209,-85.00994
centerville,ks,38.22086,-95.01414
centerville,la,29.75226,-91.43968
centerville,ma,41.72902,-70.32762
centerville,mo,37.43505,-90.95846
centerville,ny,42.47979,-78.24973
centerville,pa,41.72707,-79.78908
centerville,sd,43.11943,-96.96144
centerville,tn,35.77896,-87.46696
centerville,tx,31.25796,-95.97829
centerville,ut,40.92724,-111.87682
centerville,wa,45.72279,-120.96163
centrahoma,ok,34.60981,-96.34556
central,ak,65.57250,-144.80306
central,az,32.86757,-109.79286
central,in,38.09697,-86.17233
central,sc,34.72427,-82.78125
central,ut,37.41665,-113.62441
central bridge,ny,42.71119,-74.33874
central city,co,39.80193,-105.51416
central city,ia,42.20388,-91.52406
central city,ky,37.29393,-87.12333
central city,ne,41.12561,-98.00225
central city,pa,40.11063,-78.80197
central falls,ri,41.89066,-71.39228
central islip,ny,40.79065,-73.20178
central lake,mi,45.07000,-85.26451
central point,or,42.38740,-122.92154
central square,ny,43.28674,-76.14604
central valley,ny,41.32234,-74.12354
central village,ct,41.72288,-71.90674
centralia,il,38.52505,-89.13340
centralia,ks,39.72583,-96.12722
centralia,mo,39.21032,-92.13795
centralia,pa,40.80425,-76.34050
centralia,tx,31.10579,-95.13879
centralia,wa,46.72838,-122.95142
centralia,wv,38.62051,-80.58615
centre,al,34.15204,-85.67885
centre hall,pa,40.82868,-77.68490
centreville,al,32.94620,-87.11669
centreville,md,39.04178,-76.06633
centreville,mi,41.92338,-85.52832
centreville,ms,31.08962,-91.06844
centreville,va,38.83610,-77.35882
centuria,wi,45.45135,-92.55409
century,fl,30.97324,-87.26386
century,wv,39.09982,-80.18869
ceredo,wv,38.39647,-82.55877
ceres,ca,37.58428,-120.95064
ceres,ny,41.99951,-78.26890
ceres,va,37.01789,-81.34288
ceresco,mi,42.27199,-85.06137
ceresco,ne,41.05722,-96.64474
cerrillos,nm,35.43782,-106.12252
cerritos,ca,33.86831,-118.06754
cerro,nm,36.75391,-105.61278
cerro gordo,il,39.89059,-88.72813
cerro gordo,nc,34.32211,-78.92642
cerulean,ky,36.94960,-87.66480
ceylon,mn,43.53357,-94.63165
chacon,nm,36.14420,-105.36779
chadbourn,nc,34.32211,-78.82697
chadds ford,pa,39.86480,-75.58850
chadron,ne,42.81930,-102.99530
chadwick,il,42.01336,-89.89068
chadwick,mo,36.92200,-93.04510
chadwicks,ny,43.02785,-75.27155
chaffee,mo,37.18005,-89.65509
chaffee,nd,46.77442,-97.35259
chaffee,ny,42.56050,-78.50250
chagrin falls,oh,41.43616,-81.38650
chalfont,pa,40.28844,-75.20906
chalk,tx,34.07485,-100.25816
chalk hill,pa,39.84509,-79.59913
chalkyitsik,ak,66.65444,-143.72222
challenge,ca,39.46850,-121.19360
challis,id,44.50464,-114.23173
chalmers,in,40.66309,-86.86946
chalmette,la,29.95517,-89.95742
chama,co,37.16196,-105.37834
chama,nm,36.89620,-106.58290
chamberino,nm,32.04010,-106.68555
chamberlain,me,43.89203,-69.47727
chamberlain,sd,43.75628,-99.22177
chambers,az,35.20096,-109.48770
chambers,ne,42.20501,-98.74898
chambersburg,il,39.81727,-90.65735
chambersburg,pa,39.92880,-77.68555
chambersville,pa,40.70534,-79.15781
chamisal,nm,36.16586,-105.73779
chamois,mo,38.67532,-91.76962
champaign,il,40.12655,-88.26679
champion,mi,46.51382,-87.96347
champion,ne,40.46916,-101.74851
champion,pa,40.04400,-79.32470
champlain,ny,44.97730,-73.44660
champlain,va,38.01347,-76.99275
champlin,mn,45.17071,-93.38452
chana,il,41.98058,-89.21982
chance,md,38.17207,-75.94104
chance,va,38.05708,-77.00830
chancellor,al,31.18156,-85.87716
chancellor,sd,43.41013,-96.97587
chandler,az,33.28043,-111.96746
chandler,in,38.04171,-87.36806
chandler,mn,43.91630,-95.92960
chandler,ok,35.70173,-96.88086
chandler,tx,32.30793,-95.47996
chandler heights,az,33.21200,-111.68624
chandlers valley,pa,41.93422,-79.30366
chandlersville,oh,39.89840,-81.82735
chandlerville,il,40.04810,-90.15512
changewater,nj,40.73816,-74.94406
chanhassen,mn,44.86624,-93.54487
channahon,il,41.43470,-88.21380
channelview,tx,29.77606,-95.11465
channing,mi,46.14161,-88.09402
channing,tx,35.68365,-102.33020
chantilly,va,38.87118,-77.39533
chanute,ks,37.67921,-95.45720
chaparral,nm,32.02376,-106.38566
chapel hill,nc,35.96742,-79.07757
chapel hill,tn,35.63949,-86.68650
chapin,ia,42.83358,-93.22215
chapin,il,39.76588,-90.39901
chapin,sc,34.12900,-81.33822
chaplin,ct,41.80917,-72.11274
chaplin,ky,37.90592,-85.21241
chapman,al,31.64271,-86.73432
chapman,ks,38.97222,-97.02251
chapman,ne,41.02418,-98.15923
chapman ranch,tx,27.59382,-97.46214
chapmansboro,tn,36.37680,-87.11270
chapmanville,wv,37.97371,-82.01735
chappaqua,ny,41.17050,-73.77150
chappell,ky,37.01092,-83.34990
chappell,ne,41.09277,-102.47074
chappell hill,tx,30.14272,-96.25691
chappells,sc,34.17985,-81.86678
chaptico,md,38.36763,-76.78302
chardon,oh,41.57190,-81.20560
charenton,la,29.88159,-91.52511
chariton,ia,41.01389,-93.30660
charlemont,ma,42.62786,-72.86982
charleroi,pa,40.13654,-79.91321
charles city,ia,43.06636,-92.67241
charles city,va,37.34348,-77.07303
charles town,wv,39.27997,-77.86203
charleston,ar,35.31223,-94.03710
charleston,il,39.49615,-88.17615
charleston,me,45.08506,-69.04059
charleston,mo,36.92130,-89.33420
charleston,ms,33.97500,-90.12046
charleston,sc,32.83121,-79.95231
charleston,tn,35.28730,-84.75827
charleston,wv,38.37694,-81.57682
charleston afb,sc,32.89790,-80.06061
charlestown,in,38.45381,-85.65443
charlestown,ma,42.37787,-71.06200
charlestown,md,39.57373,-75.97495
charlestown,nh,43.23869,-72.42453
charlestown,ri,41.38316,-71.64173
charlevoix,mi,45.31806,-85.25840
charlo,mt,47.42583,-114.17894
charlotte,ar,35.81841,-91.43874
charlotte,ia,41.96030,-90.46513
charlotte,mi,42.56365,-84.83582
charlotte,nc,35.22829,-80.81636
charlotte,tn,36.17728,-87.33973
charlotte,tx,28.86192,-98.70641
charlotte,vt,44.30924,-73.23504
charlotte court house,va,37.05654,-78.63833
charlotte hall,md,38.48096,-76.77802
charlottesville,in,39.79032,-85.61275
charlottesville,va,38.03290,-78.47026
charlotteville,ny,42.54535,-74.66459
charlton,ma,42.13565,-71.97007
charlton city,ma,42.10975,-72.07946
charlton depot,ma,42.36481,-71.89687
charlton heights,wv,38.12372,-81.23400
charm,oh,40.50673,-81.78486
charmco,wv,38.00234,-80.73703
charter oak,ia,42.06832,-95.59167
chartley,ma,41.75621,-71.06706
chase,ks,38.35501,-98.34951
chase,la,32.13893,-91.69190
chase,md,39.43896,-76.59214
chase,mi,43.88918,-85.63561
chase city,va,36.79931,-78.45833
chase mills,ny,44.84894,-75.08076
chaseburg,wi,43.65775,-91.09652
chaseley,nd,47.45028,-99.82012
chaska,mn,44.80995,-93.61050
chassell,mi,47.02826,-88.52512
chataignier,la,30.56853,-92.32207
chatawa,ms,31.06046,-90.47232
chateaugay,ny,44.92643,-74.07961
chatfield,ar,35.00593,-90.39732
chatfield,mn,43.84113,-92.16060
chatfield,oh,40.95033,-82.94491
chatfield,tx,32.24154,-96.40748
chatham,il,39.67616,-89.70454
chatham,la,32.30626,-92.45042
chatham,ma,41.68653,-69.97746
chatham,mi,46.34772,-86.92904
chatham,ms,33.08538,-91.08826
chatham,nj,40.74093,-74.38376
chatham,ny,42.36425,-73.59484
chatham,pa,39.85241,-75.81179
chatham,va,36.82569,-79.39808
chatom,al,31.46517,-88.25446
chatsworth,ca,34.02191,-118.44993
chatsworth,ga,34.76591,-84.76994
chatsworth,ia,42.91610,-96.51642
chatsworth,il,40.75365,-88.29199
chatsworth,nj,39.81762,-74.53487
chattahoochee,fl,30.68340,-84.82800
chattanooga,ok,34.42286,-98.65645
chattanooga,tn,35.07314,-85.25247
chattaroy,wa,47.92169,-117.29378
chattaroy,wv,37.70343,-82.28097
chaumont,ny,44.06700,-76.13021
chauncey,ga,32.10462,-83.06459
chauncey,oh,39.39785,-82.12931
chauncey,wv,37.76622,-81.98762
chautauqua,ks,37.02034,-96.17666
chautauqua,ny,42.18747,-79.45052
chauvin,la,29.43855,-90.59537
chavies,ky,37.34787,-83.35629
chazy,ny,44.88976,-73.43597
chebanse,il,41.00309,-87.90810
chebeague island,me,43.74092,-70.10810
cheboygan,mi,45.64696,-84.47448
check,va,37.04004,-80.21670
checotah,ok,35.47010,-95.52304
chefornak,ak,60.16000,-164.26583
chehalis,wa,46.63072,-123.01599
chelan,wa,47.84097,-120.01646
chelan falls,wa,47.80153,-119.98590
chelmsford,ma,42.59110,-71.35560
chelsea,al,33.31709,-86.66295
chelsea,ia,41.91916,-92.39463
chelsea,ma,42.39176,-71.03283
chelsea,mi,42.31692,-84.03445
chelsea,ny,41.55279,-73.96818
chelsea,ok,36.53565,-95.43247
chelsea,vt,43.98958,-72.46276
chelsea,wi,45.29025,-90.30737
cheltenham,md,38.74887,-76.83075
cheltenham,pa,40.06094,-75.09406
chemult,or,43.18982,-121.88616
chemung,ny,42.04302,-76.62459
chenango bridge,ny,42.17377,-75.87284
chenango forks,ny,42.23563,-75.84825
cheney,ks,37.63001,-97.78255
cheney,wa,47.48739,-117.57576
cheneyville,la,31.01491,-92.28735
chenoa,il,40.74170,-88.71979
chepachet,ri,41.91510,-71.67146
cheraw,co,38.10695,-103.51022
cheraw,sc,34.68862,-79.92315
cheriton,va,37.28958,-75.97132
cherokee,al,34.74420,-87.97240
cherokee,ia,42.74943,-95.55167
cherokee,ks,37.34707,-94.82665
cherokee,nc,35.47427,-83.31487
cherokee,ok,36.75447,-98.35674
cherokee,tx,30.98239,-98.70754
cherokee village,ar,36.30178,-91.56277
cherry,il,41.42698,-89.21342
cherry creek,ny,42.29450,-79.09976
cherry creek,sd,44.61799,-101.53458
cherry fork,oh,38.88757,-83.61436
cherry hill,nj,39.90768,-75.00094
cherry plain,ny,42.64674,-73.37161
cherry point,nc,34.90379,-76.89998
cherry tree,pa,40.72645,-78.80670
cherry valley,ar,35.40203,-90.75317
cherry valley,il,42.22222,-88.95430
cherry valley,ma,42.24315,-71.87313
cherry valley,ny,42.79563,-74.75320
cherryfield,me,44.60730,-67.92584
cherrylog,ga,34.80166,-84.37931
cherryvale,ks,37.27034,-95.55248
cherryville,mo,37.85199,-91.27681
cherryville,nc,35.37874,-81.37897
cherryville,pa,40.75398,-75.53852
chesaning,mi,43.18475,-84.11497
chesapeake,oh,38.42786,-82.45710
chesapeake,va,36.76537,-76.30205
chesapeake beach,md,38.67086,-76.53652
chesapeake city,md,39.52310,-75.84155
cheshire,ct,41.45907,-72.91332
cheshire,ma,42.56203,-73.16288
cheshire,oh,38.94480,-82.11126
cheshire,or,44.17820,-123.37150
chesnee,sc,35.14845,-81.86094
chest springs,pa,40.58007,-78.60696
chester,ar,35.68092,-94.17521
chester,ca,40.28979,-121.23263
chester,ct,41.40315,-72.45092
chester,ga,32.39378,-83.15293
chester,ia,43.49108,-92.36045
chester,id,44.00110,-111.53510
chester,il,37.91366,-89.82205
chester,ma,42.27926,-72.97871
chester,md,38.94954,-76.28063
chester,mt,48.51054,-110.96747
chester,ne,40.01029,-97.61838
chester,nh,42.96782,-71.23453
chester,nj,40.78427,-74.69683
chester,ny,41.35648,-74.26072
chester,oh,39.08758,-81.92264
chester,ok,36.21643,-98.92093
chester,pa,39.89051,-75.39021
chester,sc,34.70486,-81.21426
chester,sd,43.89497,-96.92644
chester,tx,30.92631,-94.59659
chester,ut,39.47607,-111.56297
chester,va,37.34991,-77.39384
chester,vt,43.26285,-72.59509
chester,wv,40.61312,-80.56285
chester depot,vt,43.59204,-72.58841
chester gap,va,38.85345,-78.13500
chester heights,pa,39.88391,-75.46695
chester springs,pa,40.09780,-75.63980
chesterfield,il,39.25505,-90.06316
chesterfield,ma,42.39175,-72.83982
chesterfield,mo,38.64729,-90.49404
chesterfield,nh,42.88390,-72.45480
chesterfield,sc,34.72031,-80.09371
chesterfield,va,37.37709,-77.50582
chesterhill,oh,39.48841,-81.86597
chesterland,oh,41.52227,-81.33789
chesterton,in,41.61059,-87.06420
chestertown,md,39.12182,-76.07937
chestertown,ny,43.65257,-73.80096
chesterville,oh,40.48006,-82.68351
chestnut,il,40.05365,-89.18537
chestnut hill,ma,42.31860,-71.16552
chestnut mound,tn,36.19290,-85.83740
chestnut mountain,ga,34.21299,-83.79486
chestnut ridge,pa,39.98035,-79.80643
chestnutridge,mo,36.83672,-93.25185
cheswick,pa,40.54173,-79.79922
cheswold,de,39.21928,-75.58576
chetek,wi,45.31413,-91.65100
chetopa,ks,37.04743,-95.08365
chevak,ak,61.52778,-165.58639
chevy chase,md,39.06192,-77.14420
chewalla,tn,34.99687,-88.64558
chewelah,wa,48.27629,-117.71552
chewsville,md,39.64287,-77.63499
cheyenne,ok,35.60810,-99.67250
cheyenne,wy,41.23269,-104.72748
cheyenne wells,co,38.82140,-102.35324
cheyney,pa,39.92844,-75.52270
chicago,il,41.85370,-87.67964
chicago bmc,il,40.00032,-89.25037
chicago heights,il,41.65904,-87.66146
chicago park,ca,39.14517,-120.96717
chicago ridge,il,41.70142,-87.77922
chichester,nh,43.24925,-71.39979
chichester,ny,42.10176,-74.30931
chickamauga,ga,34.87119,-85.29079
chickasaw,oh,40.42818,-84.63348
chickasha,ok,35.03589,-97.91459
chicken,ak,64.07333,-141.93611
chico,ca,39.75212,-121.85119
chico,tx,33.29595,-97.79892
chicopee,ma,42.17723,-72.58632
chicora,pa,40.94812,-79.74283
chicota,tx,33.65973,-95.58291
chidester,ar,33.68626,-93.01966
chiefland,fl,29.46759,-82.85759
chignik,ak,56.29528,-158.40222
chignik lagoon,ak,56.30844,-158.53024
chignik lake,ak,56.25556,-158.76250
chilcoot,ca,39.86283,-120.17303
childersburg,al,33.26847,-86.35582
childress,tx,34.41040,-100.23640
childs,md,39.54151,-75.99997
childwold,ny,44.28670,-74.67590
chilhowee,mo,38.58890,-93.85438
chilhowie,va,36.79845,-81.68234
chili,wi,44.62691,-90.35652
chillicothe,ia,41.08557,-92.52936
chillicothe,il,40.92226,-89.48620
chillicothe,mo,39.79529,-93.55244
chillicothe,oh,39.33312,-82.98240
chillicothe,tx,34.25647,-99.51676
chilmark,ma,41.34317,-70.74475
chilo,oh,38.79313,-84.14077
chiloquin,or,42.57764,-121.86613
chilton,tx,31.28018,-97.06416
chilton,wi,44.02888,-88.16288
chimacum,wa,47.97459,-122.78382
chimayo,nm,36.00391,-105.94697
chimney rock,co,37.21813,-107.34452
chimney rock,nc,35.43929,-82.24650
china,me,44.39117,-69.53826
china,tx,30.04799,-94.33574
china grove,nc,35.56931,-80.58173
china spring,tx,31.66908,-97.32010
chinchilla,pa,41.48653,-75.69334
chincoteague island,va,37.93846,-75.36159
chinese camp,ca,37.87104,-120.43325
chinle,az,36.16578,-109.61956
chino,ca,34.01223,-117.68894
chino hills,ca,33.97527,-117.72305
chino valley,az,34.76545,-112.45931
chinook,mt,48.59000,-109.23128
chinook,wa,46.27288,-123.94543
chinquapin,nc,34.82672,-77.75929
chipley,fl,30.78186,-85.53854
chippewa bay,ny,44.44017,-75.75794
chippewa falls,wi,45.00552,-91.34366
chippewa lake,mi,43.75533,-85.27830
chippewa lake,oh,41.06978,-81.90097
chireno,tx,31.49935,-94.35187
chisago city,mn,45.37358,-92.88994
chisholm,mn,47.48910,-92.88380
chitina,ak,61.51583,-144.43694
chittenango,ny,43.04507,-75.86658
chittenden,vt,43.71320,-72.92520
chloe,wv,38.66860,-81.09440
chloride,az,35.38960,-114.22210
choccolocco,al,33.65927,-85.70357
chocorua,nh,43.87896,-71.21979
chocowinity,nc,35.48703,-77.07986
choctaw,ar,35.57727,-92.54557
choctaw,ok,35.46536,-97.26645
chokio,mn,45.57163,-96.17339
chokoloskee,fl,25.81288,-81.36202
cholame,ca,35.72386,-120.29654
chopin,la,31.49684,-92.85932
choteau,mt,47.81245,-112.18363
choudrant,la,32.53015,-92.51431
chouteau,ok,36.18593,-95.34302
chowchilla,ca,37.10042,-120.27864
chriesman,tx,30.51312,-96.61805
chrisman,il,39.80365,-87.67364
chrisney,in,38.01477,-87.03639
christchurch,va,37.59839,-76.44755
christiana,pa,39.95483,-75.99689
christiana,tn,35.70288,-86.35134
christiansburg,oh,40.05533,-84.02605
christiansburg,va,37.14233,-80.41367
christine,nd,46.57357,-96.80175
